Timestamp,Power (W)
2025-05-07 15:50:42,13538.162292480469
2025-05-07 15:50:48,13541.696533203125
2025-05-07 15:50:55,13554.939453125
2025-05-07 15:51:01,13537.967956542969
2025-05-07 15:51:07,13533.093688964844
2025-05-07 15:51:13,13565.328002929688
2025-05-07 15:51:19,13569.793640136719
2025-05-07 15:51:25,13565.793701171875
2025-05-07 15:51:31,13563.619384765625
2025-05-07 15:51:37,13613.639587402344
2025-05-07 15:51:43,13583.2509765625
2025-05-07 15:51:49,13562.279479980469
2025-05-07 15:51:55,13559.773681640625
2025-05-07 15:52:01,13626.222473144531
2025-05-07 15:52:08,13570.939392089844
2025-05-07 15:52:14,13528.996459960938
2025-05-07 15:52:20,13669.89404296875
2025-05-07 15:52:26,13522.822326660156
2025-05-07 15:52:32,13546.259399414062
2025-05-07 15:52:38,13586.396606445312
2025-05-07 15:52:44,13546.7451171875
2025-05-07 15:52:50,13522.705139160156
2025-05-07 15:52:56,13600.396667480469
2025-05-07 15:53:02,13570.8623046875
2025-05-07 15:53:09,13471.539245605469
2025-05-07 15:53:15,13587.542358398438
2025-05-07 15:53:21,13538.065124511719
2025-05-07 15:53:27,13498.219299316406
2025-05-07 15:53:33,13635.193908691406
2025-05-07 15:53:39,13687.234008789062
2025-05-07 15:53:45,13545.773681640625
2025-05-07 15:53:51,13548.453674316406
2025-05-07 15:53:57,12159.882446289062
2025-05-07 15:54:04,12136.182312011719
2025-05-07 15:54:10,12126.259399414062
2025-05-07 15:54:16,12063.365051269531
2025-05-07 15:54:22,12147.542358398438
2025-05-07 15:54:28,12134.230834960938
2025-05-07 15:54:34,12146.299438476562
2025-05-07 15:54:40,12109.210754394531
2025-05-07 15:54:46,12141.473815917969
2025-05-07 15:54:52,12166.125366210938
2025-05-07 15:54:58,12116.890930175781
2025-05-07 15:55:04,12166.736633300781
2025-05-07 15:55:10,12174.319580078125
2025-05-07 15:55:17,12080.336608886719
2025-05-07 15:55:23,12175.173828125
2025-05-07 15:55:29,12107.6279296875
2025-05-07 15:55:35,12151.736694335938
2025-05-07 15:55:41,12176.07666015625
2025-05-07 15:55:47,12202.825317382812
2025-05-07 15:55:53,12058.879272460938
2025-05-07 15:55:59,12118.405029296875
2025-05-07 15:56:05,12224.068298339844
2025-05-07 15:56:11,12076.996520996094
2025-05-07 15:56:17,12154.765197753906
2025-05-07 15:56:23,12176.951049804688
2025-05-07 15:56:30,12111.210815429688
2025-05-07 15:56:36,12113.773681640625
2025-05-07 15:56:42,12174.27099609375
2025-05-07 15:56:48,12136.376586914062
2025-05-07 15:56:54,12138.919311523438
2025-05-07 15:57:00,12121.287963867188
2025-05-07 15:57:06,12085.49072265625
2025-05-07 15:57:12,12217.659606933594
2025-05-07 15:57:18,12220.048095703125
2025-05-07 15:57:24,12171.522338867188
2025-05-07 15:57:30,12162.03662109375
2025-05-07 16:08:45,12185.076721191406
2025-05-07 16:08:51,12115.967956542969
2025-05-07 16:08:57,12101.093627929688
2025-05-07 16:09:03,12041.810607910156
2025-05-07 16:09:09,12088.725036621094
2025-05-07 16:09:15,12129.668090820312
2025-05-07 16:09:22,12165.716552734375
2025-05-07 16:09:27,12176.979614257812
2025-05-07 16:09:34,12058.122192382812
2025-05-07 16:09:40,12132.230895996094
2025-05-07 16:09:46,12069.684936523438
2025-05-07 16:09:52,12199.582458496094
2025-05-07 16:09:58,12053.073547363281
2025-05-07 16:10:04,12103.356567382812
2025-05-07 16:10:10,12058.122192382812
2025-05-07 16:10:16,12165.716613769531
2025-05-07 16:10:22,12136.502258300781
2025-05-07 16:10:28,12072.31640625
2025-05-07 16:10:34,12188.145324707031
2025-05-07 16:10:41,12119.988037109375
2025-05-07 16:10:47,12149.813720703125
